region,province1,province1_seqnum,province2,province2_seqnum,Fst
ORF7b,Guangdong,29,Hunan,4,0.7824081891093289
ORF7b,Guangdong,29,Fujian,4,0.5355049012710473
ORF7b,Guangdong,29,Guangxi,3,0.7983740328211939
ORF7b,Guangdong,29,Hubei,3,0.7997136440948229
ORF7b,Guangdong,29,Jiangxi,10,0.3822590774515207
ORF7b,Guangdong,29,Guizhou,4,0.8440103351080488
ORF7b,Hunan,4,Fujian,4,0.497584541062802
ORF7b,Hunan,4,Guangxi,3,-0.025641025641025685
ORF7b,Hunan,4,Hubei,3,-0.03333333333333335
ORF7b,Hunan,4,Jiangxi,10,0.5331465919701214
ORF7b,Hunan,4,Guizhou,4,0.2955974842767295
ORF7b,Fujian,4,Guangxi,3,0.5974842767295598
ORF7b,Fujian,4,Hubei,3,0.5682539682539682
ORF7b,Fujian,4,Jiangxi,10,0.02244955953395856
ORF7b,Fujian,4,Guizhou,4,0.7890772128060263
ORF7b,Guangxi,3,Hubei,3,-0.10526315789473689
ORF7b,Guangxi,3,Jiangxi,10,0.5426829268292682
ORF7b,Guangxi,3,Guizhou,4,0.323943661971831
ORF7b,Hubei,3,Jiangxi,10,0.5658396946564885
ORF7b,Hubei,3,Guizhou,4,0.3504273504273504
ORF7b,Jiangxi,10,Guizhou,4,0.6728928538239941
nsp7,Yunnan,25,Guangdong,29,0.3782729497681973
nsp7,Yunnan,25,Hunan,4,0.7564277550295726
nsp7,Yunnan,25,Fujian,4,0.7470453274721885
nsp7,Yunnan,25,Guangxi,3,0.48223083177882997
nsp7,Yunnan,25,Hubei,3,0.7560113154172561
nsp7,Yunnan,25,Jiangxi,10,0.6774512062666622
nsp7,Yunnan,25,Guizhou,4,0.6853062212539337
nsp7,Guangdong,29,Hunan,4,0.34923431087979184
nsp7,Guangdong,29,Fujian,4,0.34284644611625187
nsp7,Guangdong,29,Guangxi,3,0.10716124050958692
nsp7,Guangdong,29,Hubei,3,0.3417187233345105
nsp7,Guangdong,29,Jiangxi,10,0.13862821668892392
nsp7,Guangdong,29,Guizhou,4,0.2733949353959057
nsp7,Hunan,4,Fujian,4,0.4330218068535826
nsp7,Hunan,4,Guangxi,3,0.5185185185185186
nsp7,Hunan,4,Hubei,3,0.062499999999999944
nsp7,Hunan,4,Jiangxi,10,0.26949853697911413
nsp7,Hunan,4,Guizhou,4,0.4444444444444444
nsp7,Fujian,4,Guangxi,3,0.5804597701149425
nsp7,Fujian,4,Hubei,3,0.2827004219409282
nsp7,Fujian,4,Jiangxi,10,0.19009446388920254
nsp7,Fujian,4,Guizhou,4,0.5449374288964732
nsp7,Guangxi,3,Hubei,3,0.37572254335260113
nsp7,Guangxi,3,Jiangxi,10,0.3121069182389937
nsp7,Guangxi,3,Guizhou,4,0.3012048192771085
nsp7,Hubei,3,Jiangxi,10,0.1893115942028986
nsp7,Hubei,3,Guizhou,4,0.32653061224489793
nsp7,Jiangxi,10,Guizhou,4,0.3679690854443967
nsp8,Yunnan,25,Guangdong,29,0.2488237306913014
nsp8,Yunnan,25,Hunan,4,0.8107747558679145
nsp8,Yunnan,25,Fujian,4,0.8551772398867371
nsp8,Yunnan,25,Guangxi,3,0.42202182001639654
nsp8,Yunnan,25,Hubei,3,0.8425669772859639
nsp8,Yunnan,25,Jiangxi,10,0.7207041139383062
nsp8,Yunnan,25,Guizhou,4,0.6493851777999334
nsp8,Guangdong,29,Hunan,4,0.26310081045814226
nsp8,Guangdong,29,Fujian,4,0.3164112494482412
nsp8,Guangdong,29,Guangxi,3,-0.09619134231495345
nsp8,Guangdong,29,Hubei,3,0.3742498639798352
nsp8,Guangdong,29,Jiangxi,10,0.20984759402238445
nsp8,Guangdong,29,Guizhou,4,0.023502037538767003
nsp8,Hunan,4,Fujian,4,0.6169696969696971
nsp8,Hunan,4,Guangxi,3,0.5982683982683983
nsp8,Hunan,4,Hubei,3,0.4009661835748792
nsp8,Hunan,4,Jiangxi,10,0.2059254155542158
nsp8,Hunan,4,Guizhou,4,0.5306254029658286
nsp8,Fujian,4,Guangxi,3,0.6526386105544423
nsp8,Fujian,4,Hubei,3,0.31972789115646255
nsp8,Fujian,4,Jiangxi,10,-0.01264905222717545
nsp8,Fujian,4,Guizhou,4,0.5916666666666667
nsp8,Guangxi,3,Hubei,3,0.35772357723577236
nsp8,Guangxi,3,Jiangxi,10,0.11507314524555896
nsp8,Guangxi,3,Guizhou,4,0.08740740740740743
nsp8,Hubei,3,Jiangxi,10,0.17611008325624417
nsp8,Hubei,3,Guizhou,4,0.39295392953929537
nsp8,Jiangxi,10,Guizhou,4,0.14596949891067537
nsp12,Yunnan,25,Guangdong,29,0.3817476953621958
nsp12,Yunnan,25,Hunan,4,0.7802403249655829
nsp12,Yunnan,25,Fujian,4,0.8289379222908247
nsp12,Yunnan,25,Guangxi,3,0.21723304405912297
nsp12,Yunnan,25,Hubei,3,0.7999136778988666
nsp12,Yunnan,25,Jiangxi,10,0.663538120464806
nsp12,Yunnan,25,Guizhou,4,0.6889166322583862
nsp12,Guangdong,29,Hunan,4,0.2939184253516263
nsp12,Guangdong,29,Fujian,4,0.17436389583708217
nsp12,Guangdong,29,Guangxi,3,0.08519786645424003
nsp12,Guangdong,29,Hubei,3,0.3364544562627506
nsp12,Guangdong,29,Jiangxi,10,0.10140430082277467
nsp12,Guangdong,29,Guizhou,4,0.2510747428607063
nsp12,Hunan,4,Fujian,4,0.622936055238667
nsp12,Hunan,4,Guangxi,3,0.4407960199004975
nsp12,Hunan,4,Hubei,3,0.24111717071558422
nsp12,Hunan,4,Jiangxi,10,0.24593440537839548
nsp12,Hunan,4,Guizhou,4,0.33412415974693555
nsp12,Fujian,4,Guangxi,3,0.8084051161576612
nsp12,Fujian,4,Hubei,3,0.626977518734388
nsp12,Fujian,4,Jiangxi,10,0.17886696371737743
nsp12,Fujian,4,Guizhou,4,0.7015547971179371
nsp12,Guangxi,3,Hubei,3,0.48035066505441354
nsp12,Guangxi,3,Jiangxi,10,0.06552838024919244
nsp12,Guangxi,3,Guizhou,4,0.33814333814333813
nsp12,Hubei,3,Jiangxi,10,0.25616119978951063
nsp12,Hubei,3,Guizhou,4,0.41338059370846264
nsp12,Jiangxi,10,Guizhou,4,0.20984600585744595
nsp16,Yunnan,25,Guangdong,29,0.35811725175695724
nsp16,Yunnan,25,Hunan,4,0.452965975457325
nsp16,Yunnan,25,Fujian,4,0.510507816275111
nsp16,Yunnan,25,Guangxi,3,0.17335831434554275
nsp16,Yunnan,25,Hubei,3,0.4442198346680889
nsp16,Yunnan,25,Jiangxi,10,0.458427908668086
nsp16,Yunnan,25,Guizhou,4,0.42309985070350853
nsp16,Guangdong,29,Hunan,4,0.3763386372819903
nsp16,Guangdong,29,Fujian,4,0.23234282113910953
nsp16,Guangdong,29,Guangxi,3,0.19820988412018598
nsp16,Guangdong,29,Hubei,3,0.33070919662372744
nsp16,Guangdong,29,Jiangxi,10,0.20076679724989235
nsp16,Guangdong,29,Guizhou,4,0.3231549271515733
nsp16,Hunan,4,Fujian,4,0.420479302832244
nsp16,Hunan,4,Guangxi,3,0.17231329690346078
nsp16,Hunan,4,Hubei,3,0.019558884727424078
nsp16,Hunan,4,Jiangxi,10,0.36960493779335907
nsp16,Hunan,4,Guizhou,4,0.21240310077519384
nsp16,Fujian,4,Guangxi,3,0.5998600909408884
nsp16,Fujian,4,Hubei,3,0.533257316609654
nsp16,Fujian,4,Jiangxi,10,-0.03949253120523841
nsp16,Fujian,4,Guizhou,4,0.6090808416389811
nsp16,Guangxi,3,Hubei,3,0.22979041916167675
nsp16,Guangxi,3,Jiangxi,10,0.3619186046511629
nsp16,Guangxi,3,Guizhou,4,0.39337231968810915
nsp16,Hubei,3,Jiangxi,10,0.3270165208940719
nsp16,Hubei,3,Guizhou,4,0.23436041083099904
nsp16,Jiangxi,10,Guizhou,4,0.3748704555818099
nsp14,Yunnan,25,Guangdong,29,0.32050062764933446
nsp14,Yunnan,25,Hunan,4,0.7418695889134351
nsp14,Yunnan,25,Fujian,4,0.7532123400011539
nsp14,Yunnan,25,Guangxi,3,0.09411280111061951
nsp14,Yunnan,25,Hubei,3,0.7365495407287953
nsp14,Yunnan,25,Jiangxi,10,0.5813928582434009
nsp14,Yunnan,25,Guizhou,4,0.4642235961871599
nsp14,Guangdong,29,Hunan,4,0.39925726421448965
nsp14,Guangdong,29,Fujian,4,0.24476211020956906
nsp14,Guangdong,29,Guangxi,3,-0.004258695021164349
nsp14,Guangdong,29,Hubei,3,0.31411861457683804
nsp14,Guangdong,29,Jiangxi,10,0.13026199884590853
nsp14,Guangdong,29,Guizhou,4,0.19156569811141302
nsp14,Hunan,4,Fujian,4,0.5500413564929694
nsp14,Hunan,4,Guangxi,3,0.5026951834463572
nsp14,Hunan,4,Hubei,3,0.23558897243107765
nsp14,Hunan,4,Jiangxi,10,0.3061938734303789
nsp14,Hunan,4,Guizhou,4,0.40141612200435733
nsp14,Fujian,4,Guangxi,3,0.7984330484330484
nsp14,Fujian,4,Hubei,3,0.46243739565943237
nsp14,Fujian,4,Jiangxi,10,-0.04295923977067456
nsp14,Fujian,4,Guizhou,4,0.6434108527131782
nsp14,Guangxi,3,Hubei,3,0.5733432613551751
nsp14,Guangxi,3,Jiangxi,10,0.041980835689600995
nsp14,Guangxi,3,Guizhou,4,0.15205992509363306
nsp14,Hubei,3,Jiangxi,10,0.14827609337268582
nsp14,Hubei,3,Guizhou,4,0.4157131960335621
nsp14,Jiangxi,10,Guizhou,4,0.1770647653000594
nsp9,Yunnan,25,Guangdong,29,0.3374117263309082
nsp9,Yunnan,25,Hunan,4,0.7517596782302665
nsp9,Yunnan,25,Fujian,4,0.8031606433423042
nsp9,Yunnan,25,Guangxi,3,0.3296487182964872
nsp9,Yunnan,25,Hubei,3,0.712813386601818
nsp9,Yunnan,25,Jiangxi,10,0.6120093917039948
nsp9,Yunnan,25,Guizhou,4,0.48805981536583504
nsp9,Guangdong,29,Hunan,4,0.317967833137736
nsp9,Guangdong,29,Fujian,4,0.27502058138874685
nsp9,Guangdong,29,Guangxi,3,-0.02802022976186473
nsp9,Guangdong,29,Hubei,3,0.2495511823140185
nsp9,Guangdong,29,Jiangxi,10,0.18102098845521994
nsp9,Guangdong,29,Guizhou,4,-0.002901405840846864
nsp9,Hunan,4,Fujian,4,0.8685015290519879
nsp9,Hunan,4,Guangxi,3,0.7735849056603774
nsp9,Hunan,4,Hubei,3,0.6234567901234568
nsp9,Hunan,4,Jiangxi,10,0.1887371062168944
nsp9,Hunan,4,Guizhou,4,0.683377308707124
nsp9,Fujian,4,Guangxi,3,0.8488664987405542
nsp9,Fujian,4,Hubei,3,0.7237715803452855
nsp9,Fujian,4,Jiangxi,10,0.3872992234868631
nsp9,Fujian,4,Guizhou,4,0.7711864406779662
nsp9,Guangxi,3,Hubei,3,0.5704545454545454
nsp9,Guangxi,3,Jiangxi,10,0.060352233676975814
nsp9,Guangxi,3,Guizhou,4,0.02645502645502653
nsp9,Hubei,3,Jiangxi,10,0.03458844133099833
nsp9,Hubei,3,Guizhou,4,0.5092936802973977
nsp9,Jiangxi,10,Guizhou,4,0.1068627450980392
M,Yunnan,25,Guangdong,29,0.6247403485858303
M,Yunnan,25,Hunan,4,0.5980159703485679
M,Yunnan,25,Fujian,4,0.5659299093423344
M,Yunnan,25,Guangxi,3,0.20562564949347484
M,Yunnan,25,Hubei,3,0.5657153263964529
M,Yunnan,25,Jiangxi,10,0.5770120259019427
M,Yunnan,25,Guizhou,4,0.5850700867349036
M,Guangdong,29,Hunan,4,0.48942766349339145
M,Guangdong,29,Fujian,4,0.22896996921368992
M,Guangdong,29,Guangxi,3,0.6142747632993747
M,Guangdong,29,Hubei,3,0.33907655371470435
M,Guangdong,29,Jiangxi,10,0.14739018397554984
M,Guangdong,29,Guizhou,4,0.5627220073339594
M,Hunan,4,Fujian,4,0.3515704154002026
M,Hunan,4,Guangxi,3,0.47565543071161054
M,Hunan,4,Hubei,3,0.1321839080459769
M,Hunan,4,Jiangxi,10,0.39913592555666333
M,Hunan,4,Guizhou,4,0.31609195402298856
M,Fujian,4,Guangxi,3,0.5388739946380697
M,Fujian,4,Hubei,3,0.28934010152284273
M,Fujian,4,Jiangxi,10,0.10201761864165958
M,Fujian,4,Guizhou,4,0.3933649289099526
M,Guangxi,3,Hubei,3,0.3939393939393939
M,Guangxi,3,Jiangxi,10,0.5818252326783868
M,Guangxi,3,Guizhou,4,0.38392857142857145
M,Hubei,3,Jiangxi,10,0.20046201232032862
M,Hubei,3,Guizhou,4,0.253822629969419
M,Jiangxi,10,Guizhou,4,0.47266785502079617
nsp6,Yunnan,25,Guangdong,29,0.29082847477398327
nsp6,Yunnan,25,Hunan,4,0.8332859713933883
nsp6,Yunnan,25,Fujian,4,0.8349843193642169
nsp6,Yunnan,25,Guangxi,3,0.3191779219617584
nsp6,Yunnan,25,Hubei,3,0.8179582237462187
nsp6,Yunnan,25,Jiangxi,10,0.7166929723960167
nsp6,Yunnan,25,Guizhou,4,0.7637315795883571
nsp6,Guangdong,29,Hunan,4,0.4796037723255562
nsp6,Guangdong,29,Fujian,4,0.3584918949375867
nsp6,Guangdong,29,Guangxi,3,-0.01980138247456909
nsp6,Guangdong,29,Hubei,3,0.4204234026986624
nsp6,Guangdong,29,Jiangxi,10,0.2242020487915736
nsp6,Guangdong,29,Guizhou,4,0.3616568507239677
nsp6,Hunan,4,Fujian,4,0.7037037037037037
nsp6,Hunan,4,Guangxi,3,0.7014492753623189
nsp6,Hunan,4,Hubei,3,0.20209973753280844
nsp6,Hunan,4,Jiangxi,10,0.3451361126975062
nsp6,Hunan,4,Guizhou,4,0.6100514683620951
nsp6,Fujian,4,Guangxi,3,0.7995642701525054
nsp6,Fujian,4,Hubei,3,0.5478927203065134
nsp6,Fujian,4,Jiangxi,10,-0.10129025703545658
nsp6,Fujian,4,Guizhou,4,0.7154061624649859
nsp6,Guangxi,3,Hubei,3,0.49607535321821034
nsp6,Guangxi,3,Jiangxi,10,0.24902015677491596
nsp6,Guangxi,3,Guizhou,4,0.5396825396825397
nsp6,Hubei,3,Jiangxi,10,0.21384529147982065
nsp6,Hubei,3,Guizhou,4,0.45544554455445546
nsp6,Jiangxi,10,Guizhou,4,0.32311421325493195
nsp15,Yunnan,25,Guangdong,29,0.2659817641818149
nsp15,Yunnan,25,Hunan,4,0.6964645800018875
nsp15,Yunnan,25,Fujian,4,0.7278810178069643
nsp15,Yunnan,25,Guangxi,3,0.17961890528675512
nsp15,Yunnan,25,Hubei,3,0.7170597245843234
nsp15,Yunnan,25,Jiangxi,10,0.5783958337749702
nsp15,Yunnan,25,Guizhou,4,0.5824204399592795
nsp15,Guangdong,29,Hunan,4,0.39360160395759103
nsp15,Guangdong,29,Fujian,4,0.33252263296250895
nsp15,Guangdong,29,Guangxi,3,-0.00652404394769108
nsp15,Guangdong,29,Hubei,3,0.3829544081691356
nsp15,Guangdong,29,Jiangxi,10,0.1955855247103065
nsp15,Guangdong,29,Guizhou,4,0.2660133113512853
nsp15,Hunan,4,Fujian,4,0.4875886524822695
nsp15,Hunan,4,Guangxi,3,0.32139812446717825
nsp15,Hunan,4,Hubei,3,0.1564102564102564
nsp15,Hunan,4,Jiangxi,10,0.22885764119344937
nsp15,Hunan,4,Guizhou,4,0.22834994462901445
nsp15,Fujian,4,Guangxi,3,0.7492405412869374
nsp15,Fujian,4,Hubei,3,0.5282555282555282
nsp15,Fujian,4,Jiangxi,10,-0.029792943616015703
nsp15,Fujian,4,Guizhou,4,0.5611038107752957
nsp15,Guangxi,3,Hubei,3,0.49284140969163
nsp15,Guangxi,3,Jiangxi,10,0.09333618111917981
nsp15,Guangxi,3,Guizhou,4,0.2058037418862161
nsp15,Hubei,3,Jiangxi,10,0.09710614291684083
nsp15,Hubei,3,Guizhou,4,0.2608142493638676
nsp15,Jiangxi,10,Guizhou,4,0.17759103641456592
nsp5,Yunnan,25,Guangdong,29,0.35534955155550174
nsp5,Yunnan,25,Hunan,4,0.8656986604165476
nsp5,Yunnan,25,Fujian,4,0.8827699482570806
nsp5,Yunnan,25,Guangxi,3,0.5262739312347998
nsp5,Yunnan,25,Hubei,3,0.8698274663659814
nsp5,Yunnan,25,Jiangxi,10,0.7684252290754816
nsp5,Yunnan,25,Guizhou,4,0.842661580610784
nsp5,Guangdong,29,Hunan,4,0.46425659492373667
nsp5,Guangdong,29,Fujian,4,0.38851452919967905
nsp5,Guangdong,29,Guangxi,3,0.04629243512430499
nsp5,Guangdong,29,Hubei,3,0.45208893727132904
nsp5,Guangdong,29,Jiangxi,10,0.2727414143902026
nsp5,Guangdong,29,Guizhou,4,0.4282515563044891
nsp5,Hunan,4,Fujian,4,0.5839833593343734
nsp5,Hunan,4,Guangxi,3,0.5275200989486704
nsp5,Hunan,4,Hubei,3,0.20817369093231167
nsp5,Hunan,4,Jiangxi,10,0.2907402195327891
nsp5,Hunan,4,Guizhou,4,0.38831615120274915
nsp5,Fujian,4,Guangxi,3,0.805974563738539
nsp5,Fujian,4,Hubei,3,0.5579418344519016
nsp5,Fujian,4,Jiangxi,10,-0.15345089817897808
nsp5,Fujian,4,Guizhou,4,0.7098255280073462
nsp5,Guangxi,3,Hubei,3,0.5790441176470589
nsp5,Guangxi,3,Jiangxi,10,0.24403470715835132
nsp5,Guangxi,3,Guizhou,4,0.5292259083728277
nsp5,Hubei,3,Jiangxi,10,0.15159574468085107
nsp5,Hubei,3,Guizhou,4,0.5212064090480678
nsp5,Jiangxi,10,Guizhou,4,0.3411764705882353
nsp10,Yunnan,25,Guangdong,29,0.35011290841456594
nsp10,Yunnan,25,Hunan,4,0.7262711002224477
nsp10,Yunnan,25,Fujian,4,0.7640204646153094
nsp10,Yunnan,25,Guangxi,3,0.47424975055645097
nsp10,Yunnan,25,Hubei,3,0.8194240911694476
nsp10,Yunnan,25,Jiangxi,10,0.6784251926081569
nsp10,Yunnan,25,Guizhou,4,0.7155248392191769
nsp10,Guangdong,29,Hunan,4,0.07689706805776937
nsp10,Guangdong,29,Fujian,4,0.21497373865987587
nsp10,Guangdong,29,Guangxi,3,0.15688652541338322
nsp10,Guangdong,29,Hubei,3,0.31367526116914873
nsp10,Guangdong,29,Jiangxi,10,0.11311767211569447
nsp10,Guangdong,29,Guizhou,4,0.04446555599323405
nsp10,Hunan,4,Fujian,4,0.517037037037037
nsp10,Hunan,4,Guangxi,3,0.37037037037037035
nsp10,Hunan,4,Hubei,3,0.30994152046783624
nsp10,Hunan,4,Jiangxi,10,0.0831614261007271
nsp10,Hunan,4,Guizhou,4,0.13672316384180794
nsp10,Fujian,4,Guangxi,3,0.6273291925465838
nsp10,Fujian,4,Hubei,3,0.5581395348837209
nsp10,Fujian,4,Jiangxi,10,0.13105413105413105
nsp10,Fujian,4,Guizhou,4,0.6321839080459771
nsp10,Guangxi,3,Hubei,3,0.5109717868338558
nsp10,Guangxi,3,Jiangxi,10,0.21242331288343566
nsp10,Guangxi,3,Guizhou,4,0.4555940023068051
nsp10,Hubei,3,Jiangxi,10,0.18095386533665841
nsp10,Hubei,3,Guizhou,4,0.335672514619883
nsp10,Jiangxi,10,Guizhou,4,0.09207161125319692
ORF9b,Yunnan,24,Guangdong,29,0.4977282343113359
ORF9b,Yunnan,24,Hunan,4,0.582388877185591
ORF9b,Yunnan,24,Fujian,4,0.5770366882143927
ORF9b,Yunnan,24,Guangxi,3,0.48095262911042785
ORF9b,Yunnan,24,Hubei,3,0.5793616839223068
ORF9b,Yunnan,24,Jiangxi,10,0.5723740287685296
ORF9b,Yunnan,24,Guizhou,4,0.53826054497947
ORF9b,Guangdong,29,Hunan,4,0.19496139275881338
ORF9b,Guangdong,29,Fujian,4,-0.05898876404494377
ORF9b,Guangdong,29,Guangxi,3,0.3111143841871152
ORF9b,Guangdong,29,Hubei,3,0.07280320042119208
ORF9b,Guangdong,29,Jiangxi,10,-0.019536831731953683
ORF9b,Guangdong,29,Guizhou,4,0.1405887166331247
ORF9b,Hunan,4,Fujian,4,0.380952380952381
ORF9b,Hunan,4,Guangxi,3,0.2552552552552552
ORF9b,Hunan,4,Hubei,3,-0.022222222222222143
ORF9b,Hunan,4,Jiangxi,10,0.29038281979458447
ORF9b,Hunan,4,Guizhou,4,0.25
ORF9b,Fujian,4,Guangxi,3,0.21088435374149653
ORF9b,Fujian,4,Hubei,3,0.18840579710144922
ORF9b,Fujian,4,Jiangxi,10,0.03996571306118071
ORF9b,Fujian,4,Guizhou,4,0.35275080906148865
ORF9b,Guangxi,3,Hubei,3,0.04878048780487807
ORF9b,Guangxi,3,Jiangxi,10,0.43965517241379304
ORF9b,Guangxi,3,Guizhou,4,0.13043478260869565
ORF9b,Hubei,3,Jiangxi,10,0.1742424242424242
ORF9b,Hubei,3,Guizhou,4,0.14975845410628014
ORF9b,Jiangxi,10,Guizhou,4,0.31296549627602976
nsp4,Yunnan,25,Guangdong,29,0.4627358656424809
nsp4,Yunnan,25,Hunan,4,0.8128767977832384
nsp4,Yunnan,25,Fujian,4,0.8382383698110571
nsp4,Yunnan,25,Guangxi,3,0.5382515638498523
nsp4,Yunnan,25,Hubei,3,0.8152700577944002
nsp4,Yunnan,25,Jiangxi,10,0.7358825327795927
nsp4,Yunnan,25,Guizhou,4,0.704592317009985
nsp4,Guangdong,29,Hunan,4,0.34377826870530787
nsp4,Guangdong,29,Fujian,4,0.024318906764741743
nsp4,Guangdong,29,Guangxi,3,0.1852013974407415
nsp4,Guangdong,29,Hubei,3,0.31490869355861884
nsp4,Guangdong,29,Jiangxi,10,0.054365520515164134
nsp4,Guangdong,29,Guizhou,4,0.22378041471892604
nsp4,Hunan,4,Fujian,4,0.5937262067915333
nsp4,Hunan,4,Guangxi,3,0.49843721272292707
nsp4,Hunan,4,Hubei,3,0.1825336379791826
nsp4,Hunan,4,Jiangxi,10,0.33403151495041866
nsp4,Hunan,4,Guizhou,4,0.41595170003177634
nsp4,Fujian,4,Guangxi,3,0.7623956799214531
nsp4,Fujian,4,Hubei,3,0.5750819672131148
nsp4,Fujian,4,Jiangxi,10,-0.07918113712294354
nsp4,Fujian,4,Guizhou,4,0.6736026111791106
nsp4,Guangxi,3,Hubei,3,0.44864269992663247
nsp4,Guangxi,3,Jiangxi,10,0.2734093250901598
nsp4,Guangxi,3,Guizhou,4,0.14760914760914773
nsp4,Hubei,3,Jiangxi,10,0.26084183673469385
nsp4,Hubei,3,Guizhou,4,0.4135876042908225
nsp4,Jiangxi,10,Guizhou,4,0.2700842092322822
nsp2,Yunnan,25,Guangdong,29,0.6107760122891669
nsp2,Yunnan,25,Hunan,4,0.7364563205627995
nsp2,Yunnan,25,Fujian,4,0.7561356276093488
nsp2,Yunnan,25,Guangxi,3,0.47746284953627177
nsp2,Yunnan,25,Hubei,3,0.7249055223838613
nsp2,Yunnan,25,Jiangxi,10,0.7243606912386485
nsp2,Yunnan,25,Guizhou,4,0.5502463976046409
nsp2,Guangdong,29,Hunan,4,0.47517884365273805
nsp2,Guangdong,29,Fujian,4,-0.020595438004631667
nsp2,Guangdong,29,Guangxi,3,0.4745410354829482
nsp2,Guangdong,29,Hubei,3,0.32961223714479415
nsp2,Guangdong,29,Jiangxi,10,0.1855326497246621
nsp2,Guangdong,29,Guizhou,4,0.48390315552957786
nsp2,Hunan,4,Fujian,4,0.48841774636827645
nsp2,Hunan,4,Guangxi,3,0.3189518586227909
nsp2,Hunan,4,Hubei,3,0.15105644906969412
nsp2,Hunan,4,Jiangxi,10,0.4302188787781563
nsp2,Hunan,4,Guizhou,4,0.3407474200981865
nsp2,Fujian,4,Guangxi,3,0.5708482676224612
nsp2,Fujian,4,Hubei,3,0.38723096400795803
nsp2,Fujian,4,Jiangxi,10,-0.046660035336812476
nsp2,Fujian,4,Guizhou,4,0.5847826086956521
nsp2,Guangxi,3,Hubei,3,0.26138147566718994
nsp2,Guangxi,3,Jiangxi,10,0.4681140988372093
